Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,donor_animal,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,TISSUE,day_post_infection,mdck_spike_in,hours_post_innoculation,seqwell_array_replicate,TREATMENT
SRR12698551,OTHER,108,32273164044,PRJNA665231,SAMN16246712,10971695305,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",NHP24,SRX9178149,GSM4800358,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:00:00Z,1,GSM4800358,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698552,OTHER,108,31379624964,PRJNA665231,SAMN16246711,10582913491,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",NHP24,SRX9178150,GSM4800359,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:37:00Z,1,GSM4800359,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698553,OTHER,108,26346169944,PRJNA665231,SAMN16246710,8786681577,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",NHP24,SRX9178151,GSM4800360,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:33:00Z,1,GSM4800360,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698554,OTHER,108,38495815056,PRJNA665231,SAMN16246709,12489931384,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NHP14,SRX9178152,GSM4800361,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:12:00Z,1,GSM4800361,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,TRUE,,,
SRR12698555,OTHER,108,47054945844,PRJNA665231,SAMN16246708,15287142993,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NHP14,SRX9178153,GSM4800362,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T20:02:00Z,1,GSM4800362,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,TRUE,,,
SRR12698556,OTHER,108,29504782764,PRJNA665231,SAMN16246707,9486125833,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",NHP14,SRX9178154,GSM4800363,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:31:00Z,1,GSM4800363,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,TRUE,,,
SRR12698557,OTHER,108,45610119684,PRJNA665231,SAMN16246706,14925098407,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",NHP14,SRX9178155,GSM4800364,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T18:30:00Z,1,GSM4800364,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,FALSE,,,
SRR12698558,OTHER,108,14542737624,PRJNA665231,SAMN16246615,4686245953,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",NHP14,SRX9178156,GSM4800365,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:21:00Z,1,GSM4800365,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,FALSE,,,
SRR12698559,OTHER,108,16191118296,PRJNA665231,SAMN16246639,5310611644,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NHP14,SRX9178157,GSM4800366,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:21:00Z,1,GSM4800366,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,FALSE,,,
SRR12698560,OTHER,108,30295132272,PRJNA665231,SAMN16246638,9779048913,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NHP16,SRX9178158,GSM4800367,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:45:00Z,1,GSM4800367,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,TRUE,,,
SRR12698561,OTHER,108,32904359352,PRJNA665231,SAMN16246637,10626745798,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",NHP16,SRX9178159,GSM4800368,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T16:24:00Z,1,GSM4800368,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,TRUE,,,
SRR12698562,OTHER,108,28292521428,PRJNA665231,SAMN16246636,9161718790,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",NHP16,SRX9178160,GSM4800369,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:25:00Z,1,GSM4800369,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,TRUE,,,
SRR12698563,OTHER,108,35330873004,PRJNA665231,SAMN16246635,11474747290,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",NHP16,SRX9178161,GSM4800370,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:36:00Z,1,GSM4800370,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,FALSE,,,
SRR12698564,OTHER,108,29305870092,PRJNA665231,SAMN16246634,9569469793,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NHP16,SRX9178162,GSM4800371,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:26:00Z,1,GSM4800371,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,FALSE,,,
SRR12698565,OTHER,108,31747896540,PRJNA665231,SAMN16246633,10607507712,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NHP16,SRX9178163,GSM4800372,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:41:00Z,1,GSM4800372,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,FALSE,,,
SRR12698566,OTHER,108,24238783440,PRJNA665231,SAMN16246632,9011663561,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NHP19,SRX9178164,GSM4800373,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:44:00Z,1,GSM4800373,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),4,TRUE,,,
SRR12698567,OTHER,108,18934525548,PRJNA665231,SAMN16246631,6862998892,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",NHP19,SRX9178165,GSM4800374,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:50:00Z,1,GSM4800374,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),4,TRUE,,,
SRR12698568,OTHER,108,17731562364,PRJNA665231,SAMN16246630,6560736975,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",NHP19,SRX9178166,GSM4800375,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:46:00Z,1,GSM4800375,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),4,TRUE,,,
SRR12698569,OTHER,108,21859470216,PRJNA665231,SAMN16246629,8040337014,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",NHP22,SRX9178167,GSM4800376,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:07:00Z,1,GSM4800376,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698570,OTHER,108,22896788292,PRJNA665231,SAMN16246628,8497264410,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",NHP22,SRX9178168,GSM4800377,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:11:00Z,1,GSM4800377,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698571,OTHER,108,16396401564,PRJNA665231,SAMN16246627,6095287733,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",NHP22,SRX9178169,GSM4800378,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:34:00Z,1,GSM4800378,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698572,OTHER,108,23263102692,PRJNA665231,SAMN16246626,8461568031,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",NHP23,SRX9178170,GSM4800379,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:58:00Z,1,GSM4800379,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698573,OTHER,108,21116082348,PRJNA665231,SAMN16246625,7673387085,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",NHP23,SRX9178171,GSM4800380,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:30:00Z,1,GSM4800380,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698574,OTHER,108,23153099940,PRJNA665231,SAMN16246624,8407633545,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",NHP15,SRX9178172,GSM4800381,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:01:00Z,1,GSM4800381,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,TRUE,,,
SRR12698575,OTHER,108,27259030980,PRJNA665231,SAMN16246623,10011936889,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",NHP15,SRX9178173,GSM4800382,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:27:00Z,1,GSM4800382,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,TRUE,,,
SRR12698576,OTHER,108,24109319520,PRJNA665231,SAMN16246622,8890685938,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",NHP15,SRX9178174,GSM4800383,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T16:55:00Z,1,GSM4800383,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,TRUE,,,
SRR12698577,OTHER,108,19807239096,PRJNA665231,SAMN16246621,7082585579,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",NHP19,SRX9178175,GSM4800384,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T14:21:00Z,1,GSM4800384,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),4,TRUE,,,
SRR12698578,OTHER,108,22711550688,PRJNA665231,SAMN16246620,8085503050,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",NHP19,SRX9178176,GSM4800385,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:16:00Z,1,GSM4800385,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),4,TRUE,,,
SRR12698579,OTHER,108,23060747844,PRJNA665231,SAMN16246619,8206931486,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",NHP19,SRX9178177,GSM4800386,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T15:59:00Z,1,GSM4800386,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),4,TRUE,,,
SRR12698580,OTHER,108,30887789184,PRJNA665231,SAMN16246618,10932714167,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",NHP22,SRX9178178,GSM4800387,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T16:46:00Z,1,GSM4800387,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698581,OTHER,108,26472110040,PRJNA665231,SAMN16246617,9545876015,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",NHP22,SRX9178179,GSM4800388,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T16:05:00Z,1,GSM4800388,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698582,OTHER,108,32203790136,PRJNA665231,SAMN16246616,11450264633,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NHP22,SRX9178180,GSM4800389,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:09:00Z,1,GSM4800389,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698583,OTHER,108,19263949632,PRJNA665231,SAMN16246657,6764927877,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",NHP23,SRX9178181,GSM4800390,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:09:00Z,1,GSM4800390,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698584,OTHER,108,25443106344,PRJNA665231,SAMN16246656,9089913170,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",NHP23,SRX9178182,GSM4800391,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T16:57:00Z,1,GSM4800391,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698585,OTHER,108,26910956808,PRJNA665231,SAMN16246655,9475389617,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",NHP23,SRX9178183,GSM4800392,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T17:25:00Z,1,GSM4800392,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698586,OTHER,108,24375543192,PRJNA665231,SAMN16246654,8590635656,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",NHP23,SRX9178184,GSM4800393,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T18:34:00Z,1,GSM4800393,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,TRUE,,,
SRR12698587,OTHER,108,21457001952,PRJNA665231,SAMN16246653,7676972476,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",NHP15,SRX9178185,GSM4800394,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T18:01:00Z,1,GSM4800394,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,TRUE,,,
SRR12698588,OTHER,108,83075332428,PRJNA665231,SAMN16246652,29902796853,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",NHP13,SRX9178186,GSM4800395,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T00:25:00Z,1,GSM4800395,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),0,FALSE,,,
SRR12698589,OTHER,108,45849760560,PRJNA665231,SAMN16246651,16213031407,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",NHP13,SRX9178187,GSM4800396,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T22:12:00Z,1,GSM4800396,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,FALSE,,,
SRR12698590,OTHER,108,29221945236,PRJNA665231,SAMN16246650,10042928655,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",NHP14,SRX9178188,GSM4800397,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T21:54:00Z,1,GSM4800397,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),0,TRUE,,,
SRR12698591,OTHER,108,18345188016,PRJNA665231,SAMN16246649,6257874699,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",NHP14,SRX9178189,GSM4800398,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-23T21:08:00Z,1,GSM4800398,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),0,FALSE,,,
SRR12698592,OTHER,108,103064491476,PRJNA665231,SAMN16246648,36412602889,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",NHP14,SRX9178190,GSM4800399,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T03:27:00Z,1,GSM4800399,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),3,FALSE,,,
SRR12698593,OTHER,108,69255748980,PRJNA665231,SAMN16246647,24745839304,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",NHP16,SRX9178191,GSM4800400,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T02:54:00Z,1,GSM4800400,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,FALSE,,,
SRR12698594,OTHER,108,37862508132,PRJNA665231,SAMN16246646,13498733944,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",NHP17,SRX9178192,GSM4800401,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T00:43:00Z,1,GSM4800401,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,FALSE,,,
SRR12698595,OTHER,108,26443885536,PRJNA665231,SAMN16246645,9307496451,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",NHP11,SRX9178193,GSM4800402,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T00:10:00Z,1,GSM4800402,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698596,OTHER,108,36778985172,PRJNA665231,SAMN16246644,15089228685,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",NHP22,SRX9178194,GSM4800403,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T02:38:00Z,1,GSM4800403,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698597,OTHER,108,77882197032,PRJNA665231,SAMN16246643,27785388482,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",NHP23,SRX9178195,GSM4800404,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T05:02:00Z,1,GSM4800404,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698598,OTHER,108,24235160040,PRJNA665231,SAMN16246642,8382803663,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",NHP18,SRX9178196,GSM4800405,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-25T01:37:00Z,1,GSM4800405,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),0,FALSE,,,
SRR12698599,OTHER,108,25708276260,PRJNA665231,SAMN16246641,9059702223,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",NHP18,SRX9178197,GSM4800406,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T03:31:00Z,1,GSM4800406,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),5,FALSE,,,
SRR12698600,OTHER,108,36442186956,PRJNA665231,SAMN16246640,12958157213,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",NHP10,SRX9178198,GSM4800407,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T05:43:00Z,1,GSM4800407,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),7,FALSE,,,
SRR12698601,OTHER,108,50949014148,PRJNA665231,SAMN16246673,19741282061,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NHP24,SRX9178199,GSM4800408,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T06:53:00Z,1,GSM4800408,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698602,OTHER,108,26797653468,PRJNA665231,SAMN16246672,11116682281,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NHP24,SRX9178200,GSM4800409,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T04:13:00Z,1,GSM4800409,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),6,FALSE,,,
SRR12698603,OTHER,108,75487029732,PRJNA665231,SAMN16246671,26765442357,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NHP08,SRX9178201,GSM4800410,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2020-09-26T00:00:00Z,2020-09-24T11:04:00Z,1,GSM4800410,Peripheral blood mononuclear cells (PBMC),SRP285116,Peripheral blood mononuclear cells (PBMC),-4,FALSE,,,
